1520193421.69,0,1615,045,1615.5,
1520193421.9,0,1615,1.5578627586445,1615.5,
1520193422.1,30.436249574,1588,91.308748722114.563750426,1588.10737538,
1520193422.31,62.7697388331,1559,97.0004677773-17.7697388331,1559.00723505,
1520193422.52,65.3252879779,1556,7.66664743423-20.3252879779,1556.70724082,
1520193422.72,47.9352871577,1572,39.1387462616-2.93528715769,1572.35824156,
1520193422.82,47.9352871577,1572,0-2.93528715769,1572.35824156,
1520193423.03,47.9352871577,1572,1.91768407822-2.93528715769,1572.35824156,
1520193423.24,34.9994381269,1584,58.192920684810.0005618731,1584.00050569,
1520193423.44,53.3789475759,1567,62.8051757812-8.37894757589,1567.45894718,
1520193423.65,85.0718458494,1538,134.217441082-40.0718458494,1538.93533874,
1520193423.86,87.3970548312,1536,65.1685476303-42.3970548312,1536.84265065,
1520193423.96,87.3970548312,1536,0-42.3970548312,1536.84265065,
1520193424.07,87.3970548312,1536,0-42.3970548312,1536.84265065,
1520193424.17,87.3970548312,1536,0-42.3970548312,1536.84265065,
1520193424.37,68.4464653333,1553,5.9534072876-23.4464653333,1553.8981812,
1520193424.48,68.4464653333,1553,0-23.4464653333,1553.8981812,
1520193424.68,68.4464653333,1553,2.02399492264-23.4464653333,1553.8981812,
1520193424.88,68.4464653333,1553,1.92177295685-23.4464653333,1553.8981812,
1520193424.99,68.4464653333,1553,0-23.4464653333,1553.8981812,
1520193425.19,68.4464653333,1553,1.76639556885-23.4464653333,1553.8981812,
1520193425.3,68.4464653333,1553,0-23.4464653333,1553.8981812,
1520193425.5,68.4464653333,1553,2.04035043716-23.4464653333,1553.8981812,
1520193425.63,68.4464653333,1553,0-23.4464653333,1553.8981812,
1520193425.83,68.4464653333,1553,2.1098613739-23.4464653333,1553.8981812,
1520193426.04,68.4464653333,1553,2.12621688843-23.4464653333,1553.8981812,
1520193426.24,68.4464653333,1553,2.02399492264-23.4464653333,1553.8981812,
1520193426.35,68.4464653333,1553,0-23.4464653333,1553.8981812,
1520193426.45,68.4464653333,1553,0-23.4464653333,1553.8981812,
1520193426.66,68.4464653333,1553,2.21208333969-23.4464653333,1553.8981812,
1520193426.76,68.4464653333,1553,0-23.4464653333,1553.8981812,
1520193426.96,68.4464653333,1553,1.19804143906-23.4464653333,1553.8981812,
1520193427.16,68.4464653333,1553,0.940442085266-23.4464653333,1553.8981812,
1520193427.37,68.4464653333,1553,1.81955099106-23.4464653333,1553.8981812,
1520193427.61,68.4464653333,1553,1.92177295685-23.4464653333,1553.8981812,
1520193427.82,68.4464653333,1553,1.64781808853-23.4464653333,1553.8981812,
1520193428.02,68.4464653333,1553,1.62737369537-23.4464653333,1553.8981812,
1520193428.25,68.4464653333,1553,2.46968269348-23.4464653333,1553.8981812,
1520193428.45,68.4464653333,1553,2.19572782516-23.4464653333,1553.8981812,
1520193428.72,68.4464653333,1553,2.21617221832-23.4464653333,1553.8981812,
1520193428.83,68.4464653333,1553,0-23.4464653333,1553.8981812,
1520193429.03,68.4464653333,1553,1.57830715179-23.4464653333,1553.8981812,
1520193429.23,25.5200544993,1592,5.4382085800219.4799455007,1592.53195095,
1520193429.44,25.5200544993,1592,1.8318176269519.4799455007,1592.53195095,
1520193429.64,25.5200544993,1592,2.109861373919.4799455007,1592.53195095,
1520193429.85,25.5200544993,1592,0.2575993537919.4799455007,1592.53195095,
1520193430.07,25.5200544993,1592,2.2325277328519.4799455007,1592.53195095,
1520193430.27,25.5200544993,1592,1.099908351919.4799455007,1592.53195095,
1520193430.47,25.5200544993,1592,1.8318176269519.4799455007,1592.53195095,
1520193430.68,25.5200544993,1592,2.2979497909519.4799455007,1592.53195095,
1520193430.89,25.5200544993,1592,2.109861373919.4799455007,1592.53195095,
1520193431.09,25.5200544993,1592,1.9217729568519.4799455007,1592.53195095,
1520193431.3,25.5200544993,1592,1.0958194732719.4799455007,1592.53195095,
1520193431.5,25.5200544993,1592,1.6641736030619.4799455007,1592.53195095,
1520193431.71,25.5200544993,1592,2.109861373919.4799455007,1592.53195095,
1520193431.91,25.5200544993,1592,1.6478180885319.4799455007,1592.53195095,
1520193432.11,25.5200544993,1592,2.2120833396919.4799455007,1592.53195095,
1520193432.32,25.5200544993,1592,1.1857748031619.4799455007,1592.53195095,
1520193432.52,25.5200544993,1592,1.8359065055819.4799455007,1592.53195095,
1520193432.75,25.5200544993,1592,1.8522620201119.4799455007,1592.53195095,
1520193432.85,25.5200544993,1592,019.4799455007,1592.53195095,
1520193433.06,25.5200544993,1592,2.1957278251619.4799455007,1592.53195095,
1520193433.26,25.5200544993,1592,0.15537738819.4799455007,1592.53195095,
1520193433.48,25.5200544993,1592,1.7336845397919.4799455007,1592.53195095,
1520193433.72,25.5200544993,1592,2.5064826011719.4799455007,1592.53195095,
1520193433.93,25.5200544993,1592,1.6478180885319.4799455007,1592.53195095,
1520193434.18,25.5200544993,1592,2.588260173819.4799455007,1592.53195095,
1520193434.39,25.5200544993,1592,1.47608518619.4799455007,1592.53195095,
1520193434.49,25.5200544993,1592,019.4799455007,1592.53195095,
1520193434.77,25.5200544993,1592,1.47608518619.4799455007,1592.53195095,
1520193434.97,25.5200544993,1592,1.954483985919.4799455007,1592.53195095,
1520193435.18,25.5200544993,1592,2.0239949226419.4799455007,1592.53195095,
1520193435.39,25.5200544993,1592,2.4696826934819.4799455007,1592.53195095,
1520193435.63,25.5200544993,1592,2.0239949226419.4799455007,1592.53195095,
1520193435.84,25.5200544993,1592,1.9381284713719.4799455007,1592.53195095,
1520193436.06,25.5200544993,1592,2.432882785819.4799455007,1592.53195095,
1520193436.27,25.5200544993,1592,2.0199060440119.4799455007,1592.53195095,
1520193436.37,25.5200544993,1592,019.4799455007,1592.53195095,
1520193436.57,25.5200544993,1592,0.17173290252719.4799455007,1592.53195095,
1520193436.78,25.5200544993,1592,2.4001717567419.4799455007,1592.53195095,
1520193436.98,25.5200544993,1592,2.109861373919.4799455007,1592.53195095,
1520193437.2,25.5200544993,1592,1.6641736030619.4799455007,1592.53195095,
1520193437.41,25.5200544993,1592,1.8522620201119.4799455007,1592.53195095,
1520193437.62,25.5200544993,1592,2.0239949226419.4799455007,1592.53195095,
1520193437.72,25.5200544993,1592,019.4799455007,1592.53195095,
1520193437.93,25.5200544993,1592,1.8522620201119.4799455007,1592.53195095,
1520193438.03,25.5200544993,1592,019.4799455007,1592.53195095,
1520193438.25,25.5200544993,1592,2.1057724952719.4799455007,1592.53195095,
1520193438.46,25.5200544993,1592,1.7500400543219.4799455007,1592.53195095,
1520193438.66,25.5200544993,1592,1.3738632202119.4799455007,1592.53195095,
1520193438.87,25.5200544993,1592,1.3697743415819.4799455007,1592.53195095,
1520193439.07,25.5200544993,1592,2.109861373919.4799455007,1592.53195095,
1520193439.17,25.5200544993,1592,019.4799455007,1592.53195095,
1520193439.28,25.5200544993,1592,019.4799455007,1592.53195095,
1520193439.49,17.5290226936,1599,41.195452213327.4709773064,1599.72387958,
1520193439.7,69.4918553034,1552,161.841905117-24.4918553034,1552.95733023,
1520193439.9,69.4918553034,1552,0.35982131958-24.4918553034,1552.95733023,
1520193440.11,69.4918553034,1552,0.171732902527-24.4918553034,1552.95733023,
1520193440.31,69.4918553034,1552,1.36977434158-24.4918553034,1552.95733023,
1520193440.42,69.4918553034,1552,0-24.4918553034,1552.95733023,
1520193440.62,69.4918553034,1552,1.83590650558-24.4918553034,1552.95733023,
1520193440.83,69.4918553034,1552,2.02399492264-24.4918553034,1552.95733023,
1520193440.93,69.4918553034,1552,0-24.4918553034,1552.95733023,
1520193441.14,69.4918553034,1552,2.12621688843-24.4918553034,1552.95733023,
1520193441.35,69.4918553034,1552,2.12621688843-24.4918553034,1552.95733023,
1520193441.55,69.4918553034,1552,2.12621688843-24.4918553034,1552.95733023,
1520193441.77,124.246029059,1525,169.700729847-79.2460290591,1503.67857385,
