1518712186.72,0,1000,1500,1495,
1518712186.99,4.25243377686,1000,1500,1495,
1518712187.26,4.25243377686,1000,1500,1495,
1518712187.53,4.23607826233,1000,1500,1495,
1518712187.79,4.21563386917,1000,1500,1495,
1518712188.06,4.23607826233,1000,1500,1495,
1518712188.33,4.2197227478,1000,1500,1495,
1518712188.6,4.2197227478,1000,1500,1495,
1518712188.86,4.30150032043,1000,1500,1495,
1518712189.13,4.32194471359,1000,1500,1495,
1518712189.4,4.21563386917,1000,1500,1495,
1518712189.66,4.2197227478,1000,1500,1495,
1518712189.93,4.2319893837,1000,1500,1495,
1518712190.2,4.28514480591,1000,1500,1495,
1518712190.47,4.28514480591,1000,1500,1495,
1518712190.73,4.28514480591,1000,1500,1495,
1518712191.0,4.23607826233,1000,1500,1495,
1518712191.27,4.21563386917,1000,1500,1495,
1518712191.54,4.25243377686,1000,1500,1495,
1518712191.8,4.32194471359,1000,1500,1495,
1518712192.07,4.25243377686,1000,1500,1495,
1518712192.34,4.21563386917,1000,1500,1495,
1518712192.6,4.25243377686,1000,1500,1495,
1518712192.87,4.30558919907,1000,1500,1495,
1518712193.14,4.23607826233,1000,1500,1495,
1518712193.41,4.30150032043,1000,1500,1495,
1518712193.67,4.2197227478,1000,1500,1495,
1518712193.94,4.20336723328,1500,1500,1495,
1518712194.21,4.71856594086,1500,1500,1495,
1518712194.48,11.2362384796,1500,1500,1495,
1518712194.74,13.9798760414,1500,1500,1495,
1518712195.01,15.349650383,1500,1500,1495,
1518712195.28,11.3711714745,1500,1500,1495,
1518712195.55,7.47855901718,1500,1500,1495,
1518712195.81,5.55678606033,1500,1500,1495,
1518712196.08,8.23091268539,1500,1500,1495,
