1518669091.42,4.16656732559,1000,1500,1500,
1518669091.68,4.11750078201,1000,1500,1500,
1518669091.95,4.16656732559,1000,1500,1500,
1518669092.21,4.17065620422,1000,1500,1500,
1518669092.47,4.13385629654,1000,1500,1500,
1518669092.73,4.15021181107,1000,1500,1500,
1518669092.99,4.16656732559,1000,1500,1500,
1518669093.25,4.75127696991,1000,1500,1500,
1518669093.51,4.18701171875,1000,1500,1500,
1518669093.77,4.19927835464,1000,1500,1500,
1518669094.04,4.18292284012,1000,1500,1500,
1518669094.3,4.18292284012,1700,1500,1500,
1518669094.56,4.18701171875,1700,1500,1500,
1518669094.82,4.18292284012,1700,1500,1500,
1518669095.08,4.26878929138,1700,1500,1500,
1518669095.34,4.18292284012,1700,1500,1500,
1518669095.6,4.18292284012,1700,1500,1500,
1518669095.86,4.18292284012,1700,1500,1500,
1518669096.13,4.11750078201,1700,1500,1500,
1518669096.39,4.16656732559,1700,1500,1500,
1518669096.65,4.18292284012,1700,1500,1500,
1518669096.91,4.15021181107,1700,1500,1500,
1518669097.17,4.18701171875,1700,1500,1500,
1518669097.43,4.17065620422,1700,1500,1500,
1518669097.69,4.16656732559,1700,1500,1500,
1518669097.95,4.18292284012,1700,1500,1500,
1518669098.22,4.18292284012,1700,1500,1500,
1518669098.48,4.17065620422,1700,1500,1500,
1518669098.74,4.16656732559,1700,1500,1500,
1518669099.0,4.15021181107,1700,1500,1500,
1518669099.26,4.18701171875,1700,1500,1500,
1518669099.52,4.16656732559,1700,1500,1500,
1518669099.78,4.18292284012,1700,1500,1500,
1518669100.05,4.18292284012,1700,1500,1500,
1518669100.31,4.18701171875,1700,1500,1500,
1518669100.57,4.18701171875,1700,1500,1500,
1518669100.83,4.27287817001,1700,1500,1500,
1518669101.09,4.16656732559,1700,1500,1500,
1518669101.35,4.18701171875,1700,1500,1500,
1518669101.61,4.16656732559,0,1500,1500,
1518669101.87,4.23607826233,1700,1500,1500,
1518669102.14,4.18292284012,1700,1500,1500,
1518669102.4,4.16656732559,1700,1500,1500,
1518669102.66,4.16656732559,1700,1500,1500,
1518669102.92,4.16656732559,1700,1500,1500,
1518669103.18,4.25243377686,1700,1500,1500,
1518669103.44,4.16656732559,1700,1500,1500,
1518669103.7,4.27287817001,1700,1500,1500,
1518669103.96,4.25243377686,1700,1500,1500,
1518669104.23,4.16656732559,1700,1500,1500,
1518669104.49,4.17065620422,1700,1500,1500,
1518669104.75,4.18292284012,1700,1500,1500,
1518669105.01,4.18701171875,1700,1500,1500,
1518669105.27,4.2197227478,1700,1500,1500,
1518669105.53,4.16656732559,1700,1500,1500,
1518669105.79,4.18292284012,1700,1500,1500,
1518669106.06,4.25243377686,1700,1500,1500,
