1520199198.26,1.15442673365,1577,3.4632802009638.8455732663,1577.19190129,
1520199198.46,1.15442673365,1581,2.4533271789638.8455732663,1581.07645861,
1520199198.68,1.15442673365,1584,2.265238761938.8455732663,1584.96101594,
1520199198.88,6.94427887599,1584,17.36955642733.055721124,1584.79267677,
1520199199.09,6.94427887599,1588,0.70328712463433.055721124,1588.09824888,
1520199199.29,6.94427887599,1591,1.4392852783233.055721124,1591.40382099,
1520199199.39,6.94427887599,1594,033.055721124,1594.7093931,
1520199199.62,6.94427887599,1598,2.6209712028533.055721124,1598.01496522,
1520199199.83,6.94427887599,1600,2.0771503448533.055721124,1601.32053733,
1520199200.03,6.94427887599,1600,1.7173290252733.055721124,1604.62610944,
1520199200.24,6.94427887599,1600,1.3575077056933.055721124,1607.93168155,
1520199200.44,9.34581359227,1600,7.2046041488630.6541864077,1609.55617936,
1520199200.64,9.34581359227,1600,2.0771503448530.6541864077,1612.62159801,
1520199200.85,32.0704380671,1599,71.63715362557.92956193288,1599.77977951,
1520199201.06,32.0704380671,1600,1.88906192787.92956193288,1600.57273571,
1520199201.26,28.1546552976,1600,5.6222081184411.8453447024,1604.10673984,
1520199201.46,28.1546552976,1600,1.9381284713711.8453447024,1605.29127431,
1520199201.67,28.1546552976,1600,1.799106597911.8453447024,1606.47580878,
1520199201.87,28.1546552976,1600,0.78915357589711.8453447024,1607.66034325,
1520199202.08,31.7324241002,1600,17.93791055688.26757589976,1606.34043956,
1520199202.28,9.9400639534,1600,6.2600731849730.0599360466,1622.42184925,
1520199202.48,9.9400639534,1600,0.34346580505430.0599360466,1625.42784286,
1520199202.59,9.9400639534,1600,030.0599360466,1628.43383646,
1520199202.69,9.9400639534,1600,030.0599360466,1631.43983006,
1520199202.79,9.9400639534,1600,030.0599360466,1634.44582367,
1520199202.89,9.9400639534,1600,030.0599360466,1637.45181727,
1520199203.0,9.9400639534,1600,030.0599360466,1640.45781088,
1520199203.21,37.2783064842,1600,87.63693571092.72169351578,1624.32703471,
1520199203.41,44.5905844371,1600,39.8747444153-4.59058443705,1619.4806095,
1520199203.62,43.7169273694,1600,3.63910198212-3.71692736944,1619.633111,
1520199203.82,43.7169273694,1600,1.54150724411-3.71692736944,1619.26141826,
1520199204.03,43.7169273694,1600,1.71324014664-3.71692736944,1618.88972553,
1520199204.23,43.7169273694,1600,1.63146257401-3.71692736944,1618.51803279,
1520199204.44,43.7169273694,1600,2.07715034485-3.71692736944,1618.14634005,
1520199204.64,15.9575303396,1600,4.3587446212824.0424696604,1637.20622524,
1520199204.85,15.9575303396,1600,2.0076394081124.0424696604,1639.6104722,
1520199205.05,4.00982697805,1600,4.0316343307535.990173022,1650.37811152,
1520199205.15,4.00982697805,1600,035.990173022,1653.97712882,
1520199205.36,4.00982697805,1600,0.9772419929535.990173022,1657.57614613,
1520199205.56,4.00982697805,1600,1.3738632202135.990173022,1661.17516343,
1520199205.77,4.00982697805,1600,1.9013285636935.990173022,1664.77418073,
1520199205.97,5.56905269623,1600,8.3167791366634.4309473038,1667.28174003,
1520199206.19,5.56905269623,1600,2.265238761934.4309473038,1670.72483476,
1520199206.4,35.7054511706,1600,94.76794004444.2945488294,1653.07245056,
1520199206.61,35.7054511706,1600,1.079463958744.2945488294,1653.50190544,
1520199206.71,35.7054511706,1600,04.2945488294,1653.93136032,
1520199206.91,35.7054511706,1600,1.970839500434.2945488294,1654.36081521,
1520199207.02,35.7054511706,1600,04.2945488294,1654.79027009,
1520199207.22,35.7054511706,1600,0.9281754493714.2945488294,1655.21972497,
1520199207.43,35.7054511706,1600,2.469682693484.2945488294,1655.64917986,
1520199207.64,35.7054511706,1600,2.163016796114.2945488294,1656.07863474,
1520199207.84,35.7054511706,1600,1.991283893594.2945488294,1656.50808962,
1520199208.05,35.7054511706,1600,1.921772956854.2945488294,1656.9375445,
1520199208.25,35.7054511706,1600,1.991283893594.2945488294,1657.36699939,
1520199208.46,35.7054511706,1600,1.991283893594.2945488294,1657.79645427,
1520199208.56,35.7054511706,1600,04.2945488294,1658.22590915,
1520199208.77,46.7099865278,1600,37.0452404022-6.70998652776,1650.95218929,
1520199208.97,46.7099865278,1600,0.343465805054-6.70998652776,1650.28119063,
1520199209.17,46.7099865278,1600,1.16533041-6.70998652776,1649.61019198,
1520199209.28,46.7099865278,1600,0-6.70998652776,1648.93919333,
1520199209.38,46.7099865278,1600,0-6.70998652776,1648.26819468,
1520199209.59,46.7099865278,1600,1.80319547653-6.70998652776,1647.59719602,
1520199209.79,46.7099865278,1600,1.61101818085-6.70998652776,1646.92619737,
1520199209.99,46.7099865278,1600,1.90132856369-6.70998652776,1646.25519872,
1520199210.1,46.7099865278,1600,0-6.70998652776,1645.58420006,
1520199210.3,46.7099865278,1600,2.06079483032-6.70998652776,1644.91320141,
1520199210.4,46.7099865278,1600,0-6.70998652776,1644.24220276,
1520199210.61,46.7099865278,1600,0.993597507477-6.70998652776,1643.57120411,
