1518716693.01,4.30558919907,1000,
1518716693.28,4.19927835464,1000,
1518716693.54,4.25652265549,1000,
1518716693.8,4.19927835464,1000,
1518716694.07,4.32194471359,1000,
1518716694.33,4.20336723328,1000,
1518716694.59,4.2197227478,1000,
1518716694.86,4.30558919907,1000,
1518716695.12,4.19927835464,1500,
1518716695.38,4.86985445023,1505,
1518716695.65,7.23731517792,1510,
1518716695.91,10.2589964867,1516,
1518716696.17,10.6842398643,1521,
1518716696.44,8.09597969055,1526,
1518716696.7,8.45580101013,1531,
1518716696.96,10.3244185448,1537,
1518716697.23,13.3583664894,1542,
1518716697.49,17.0996904373,1547,
1518716697.75,19.7901725769,1552,
1518716698.02,23.2698082924,1558,
1518716698.28,26.7003774643,1563,
1518716698.55,31.3003659248,1568,
1518716698.81,32.8786730766,1573,
1518716699.08,37.4377727509,1579,
1518716699.34,41.5879845619,1584,
1518716699.61,50.4731178284,1589,
1518716699.88,62.8542423248,1595,
1518716700.14,84.1205000877,1599,
1518716700.41,100.259304047,1599,
1518716700.68,102.213788033,1599,
1518716700.95,114.611268044,1599,
1518716701.22,94.5512294769,1599,
1518716701.49,94.3958520889,1593,
1518716701.76,82.8365921974,1588,
1518716702.02,80.088865757,1583,
1518716702.29,97.4788665771,1577,
1518716702.56,95.1645612717,1572,
1518716702.83,82.8693032265,1567,
1518716703.1,135.260105133,1561,
1518716703.37,134.438240528,1556,
1518716703.64,75.3212332726,1551,
1518716703.91,103.861606121,1545,
1518716704.18,92.9034113884,1540,
1518716704.44,94.3099856377,1535,
1518716704.71,87.5510692596,1529,
1518716704.98,75.4929661751,1524,
1518716705.25,46.7317938805,1519,
1518716705.51,15.2106285095,1513,
1518716705.77,12.2093915939,1508,
1518716706.04,19.2422628403,1503,
1518716706.3,18.5062646866,1000,
1518716706.56,4.68176603317,1000,
1518716706.83,4.33830022812,1000,
1518716707.09,4.28514480591,1000,
1518716707.35,4.30558919907,1000,
1518716707.62,4.21563386917,1000,
1518716707.88,4.28923368454,1000,
1518716708.14,4.30150032043,1000,
1518716708.41,4.20336723328,1000,
1518716708.67,4.23607826233,1000,
