435.457396507,145.152465502,1650,1518151478.22,
435.473752022,145.152465502,1650,1518151478.45,
435.473752022,145.152465502,1650,1518151478.55,
435.473752022,145.152465502,1650,1518151478.65,
435.473752022,145.152465502,1650,1518151478.75,
435.473752022,145.152465502,1650,1518151478.85,
435.473752022,145.152465502,1650,1518151478.95,
435.473752022,145.152465502,1650,1518151479.05,
435.473752022,145.152465502,1650,1518151479.15,
435.764062405,145.152465502,1650,1518151479.38,
435.371530056,145.152465502,1650,1518151479.61,
435.367441177,145.152465502,1650,1518151479.83,
435.216152668,145.152465502,1650,1518151480.06,
435.216152668,145.152465502,1650,1518151480.16,
435.387885571,145.152465502,1650,1518151480.39,
435.404241085,145.152465502,1650,1518151480.61,
435.833573341,145.152465502,1650,1518151480.84,
435.833573341,145.152465502,1650,1518151480.94,
435.575973988,145.152465502,1650,1518151481.17,
435.318374634,145.152465502,1650,1518151481.39,
435.334730148,145.152465502,1650,1518151481.62,
435.162997246,145.152465502,1650,1518151481.85,
435.162997246,145.152465502,1650,1518151481.95,
435.162997246,145.152465502,1650,1518151482.05,
435.162997246,145.152465502,1650,1518151482.15,
435.162997246,145.152465502,1650,1518151482.25,
435.387885571,145.152465502,1650,1518151482.48,
435.4205966,145.152465502,1650,1518151482.7,
435.183441639,145.152465502,1650,1518151482.93,
435.183441639,145.152465502,1650,1518151483.03,
435.183441639,145.152465502,1650,1518151483.13,
435.575973988,145.152465502,1650,1518151483.36,
435.694551468,145.152465502,1650,1518151483.58,
437.305569649,145.152465502,1650,1518151483.81,
435.146641731,145.152465502,1650,1518151484.04,
435.4205966,145.152465502,1650,1518151484.26,
435.383796692,145.152465502,1650,1518151484.49,
435.383796692,145.152465502,1650,1518151484.59,
435.383796692,145.152465502,1650,1518151484.69,
435.334730148,145.152465502,1650,1518151484.92,
435.334730148,145.152465502,1650,1518151485.02,
435.682284832,145.152465502,1650,1518151485.24,
435.678195953,145.152465502,1650,1518151485.47,
435.678195953,145.152465502,1650,1518151485.57,
435.678195953,145.152465502,1650,1518151485.67,
435.678195953,145.152465502,1650,1518151485.77,
435.678195953,145.152465502,1650,1518151485.87,
435.678195953,145.152465502,1650,1518151485.97,
435.678195953,145.152465502,1650,1518151486.07,
435.678195953,145.152465502,1650,1518151486.17,
435.678195953,145.152465502,1650,1518151486.27,
435.678195953,145.152465502,1650,1518151486.38,
435.678195953,145.152465502,1650,1518151486.48,
435.678195953,145.152465502,1650,1518151486.58,
435.678195953,145.152465502,1650,1518151486.68,
435.678195953,145.152465502,1650,1518151486.78,
435.678195953,145.152465502,1650,1518151486.88,
435.74770689,145.152465502,1650,1518151487.1,
435.796773434,145.152465502,1650,1518151487.33,
435.113930702,145.152465502,1650,1518151487.56,
435.113930702,145.152465502,1650,1518151487.66,
435.302019119,145.152465502,1650,1518151487.88,
435.302019119,145.152465502,1650,1518151487.98,
435.302019119,145.152465502,1650,1518151488.09,
435.404241085,145.152465502,1650,1518151488.31,
435.351085663,145.152465502,1650,1518151488.54,
435.559618473,145.152465502,1650,1518151488.76,
436.021661758,145.152465502,1650,1518151488.99,
436.021661758,145.152465502,1650,1518151489.09,
435.318374634,145.152465502,1650,1518151489.32,
435.367441177,145.152465502,1650,1518151489.54,
435.367441177,145.152465502,1650,1518151489.65,
435.351085663,145.152465502,1650,1518151489.87,
435.318374634,145.152465502,1650,1518151490.1,
435.371530056,145.152465502,1650,1518151490.32,
435.764062405,145.152465502,1650,1518151490.55,
435.285663605,145.152465502,1650,1518151490.78,
435.285663605,145.152465502,1650,1518151490.88,
435.86628437,145.152465502,1650,1518151491.1,
435.404241085,145.152465502,1650,1518151491.33,
435.764062405,145.152465502,1650,1518151491.56,
435.297930241,145.152465502,1650,1518151491.78,
435.297930241,145.152465502,1650,1518151491.88,
435.297930241,145.152465502,1650,1518151491.98,
435.297930241,145.152465502,1650,1518151492.09,
435.297930241,145.152465502,1650,1518151492.19,
435.297930241,145.152465502,1650,1518151492.29,
435.436952114,145.152465502,1650,1518151492.51,
435.436952114,145.152465502,1650,1518151492.61,
435.436952114,145.152465502,1650,1518151492.71,
435.436952114,145.152465502,1650,1518151492.82,
435.436952114,145.152465502,1650,1518151492.92,
435.404241085,145.152465502,1650,1518151493.14,
435.490107536,145.152465502,1650,1518151493.37,
435.988950729,145.152465502,1650,1518151493.6,
435.988950729,145.152465502,1650,1518151493.7,
435.988950729,145.152465502,1650,1518151493.8,
435.988950729,145.152465502,1650,1518151493.9,
435.988950729,145.152465502,1650,1518151494.0,
435.764062405,145.152465502,1650,1518151494.22,
435.952150822,145.152465502,1650,1518151494.45,
435.608685017,145.152465502,1650,1518151494.68,
435.62912941,145.152465502,1650,1518151494.9,
435.62912941,145.152465502,1650,1518151495.0,
435.62912941,145.152465502,1650,1518151495.11,
435.612773895,145.152465502,1650,1518151495.33,
435.612773895,145.152465502,1650,1518151495.56,
435.612773895,145.152465502,1650,1518151495.66,
435.612773895,145.152465502,1650,1518151495.76,
435.612773895,145.152465502,1650,1518151495.86,
435.612773895,145.152465502,1650,1518151495.96,
436.074817181,145.152465502,1650,1518151496.19,
435.849928856,145.152465502,1650,1518151496.41,
435.453307629,145.152465502,1650,1518151496.64,
435.645484924,145.152465502,1650,1518151496.87,
435.645484924,145.152465502,1650,1518151496.97,
435.645484924,145.152465502,1650,1518151497.07,
435.645484924,145.152465502,1650,1518151497.17,
435.641396046,145.152465502,1650,1518151497.4,
435.625040531,145.152465502,1650,1518151497.62,
435.612773895,145.152465502,1650,1518151497.85,
435.710906982,145.152465502,1650,1518151498.07,
435.710906982,145.152465502,1650,1518151498.18,
435.710906982,145.152465502,1650,1518151498.28,
436.418282986,145.152465502,1650,1518151498.5,
436.418282986,145.152465502,1650,1518151498.6,
436.091172695,145.152465502,1650,1518151498.83,
436.091172695,145.152465502,1650,1518151498.93,
435.9562397,145.152465502,1650,1518151499.16,
436.401927471,145.152465502,1650,1518151499.38,
436.209750175,145.152465502,1650,1518151499.61,
436.209750175,145.152465502,1650,1518151499.71,
436.209750175,145.152465502,1650,1518151499.81,
436.209750175,145.152465502,1650,1518151499.91,
436.177039146,145.152465502,1650,1518151500.14,
436.242461205,145.152465502,1650,1518151500.36,
436.450994015,145.152465502,1650,1518151500.59,
435.886728764,145.152465502,1650,1518151500.82,
435.886728764,145.152465502,1650,1518151500.92,
436.348772049,145.152465502,1650,1518151501.14,
436.038017273,145.152465502,1650,1518151501.37,
436.177039146,145.152465502,1650,1518151501.6,
436.140239239,145.152465502,1650,1518151501.82,
436.140239239,145.152465502,1650,1518151501.92,
436.177039146,145.152465502,1650,1518151502.15,
435.800862312,145.152465502,1650,1518151502.38,
435.833573341,145.152465502,1650,1518151502.6,
435.596418381,145.152465502,1650,1518151502.83,
435.596418381,145.152465502,1650,1518151502.93,
435.596418381,145.152465502,1650,1518151503.03,
435.596418381,145.152465502,1650,1518151503.13,
435.596418381,145.152465502,1650,1518151503.23,
435.764062405,145.152465502,1650,1518151503.46,
435.764062405,145.152465502,1650,1518151503.69,
436.262905598,145.152465502,1650,1518151503.91,
435.780417919,145.152465502,1650,1518151504.14,
435.817217827,145.152465502,1650,1518151504.37,
436.279261112,145.152465502,1650,1518151504.59,
436.279261112,145.152465502,1650,1518151504.69,
436.279261112,145.152465502,1650,1518151504.79,
436.279261112,145.152465502,1650,1518151504.89,
436.258816719,145.152465502,1650,1518151505.12,
436.328327656,145.152465502,1650,1518151505.35,
435.919439793,145.152465502,1650,1518151505.57,
435.919439793,145.152465502,1650,1518151505.68,
435.972595215,145.152465502,1650,1518151505.9,
435.972595215,145.152465502,1650,1518151506.0,
435.972595215,145.152465502,1650,1518151506.1,
435.882639885,145.152465502,1650,1518151506.33,
436.34468317,145.152465502,1650,1518151506.56,
436.332416534,145.152465502,1650,1518151506.78,
436.418282986,145.152465502,1650,1518151507.01,
436.418282986,145.152465502,1650,1518151507.11,
436.418282986,145.152465502,1650,1518151507.34,
