1518378069.66,0,1000,
1518378069.92,0,1000,
1518378070.18,0,1000,
1518378070.45,0,1000,
1518378070.71,0,1000,
1518378070.97,0,1000,
1518378071.24,0,1000,
1518378071.5,0,1000,
1518378071.76,0,1000,
1518378072.03,0,1000,
1518378072.29,0,1000,
1518378072.55,0,1000,
1518378072.81,0,1000,
1518378073.08,0,1000,
1518378073.34,0,1000,
1518378073.6,0,1000,
1518378073.87,0,1000,
1518378074.13,0,1000,
1518378074.39,0,1000,
1518378074.66,0,1000,
1518378074.92,0,1000,
1518378075.18,0,1000,
1518378075.45,0,1675,
1518378075.71,0,1675,
1518378075.97,5.12745380402,1675,
1518378076.24,5.12745380402,1675,
1518378076.5,5.12745380402,1675,
1518378076.76,5.12745380402,1675,
1518378077.03,5.12745380402,1675,
1518378077.29,5.12745380402,1675,
1518378077.55,5.12745380402,1675,
1518378077.82,5.12745380402,1675,
1518378078.08,5.12745380402,1675,
1518378078.34,5.12745380402,1675,
1518378078.61,5.12745380402,1675,
1518378078.87,5.12745380402,1675,
1518378079.13,5.12745380402,1675,
1518378079.39,5.12745380402,1675,
1518378079.66,5.12745380402,1675,
