1524436510.89,285,
1524436511.39,288,
1524436511.89,287,
1524436512.39,298,
1524436512.89,310,
1524436513.39,312,
1524436513.89,305,
1524436514.39,302,
1524436514.89,313,
1524436515.4,313,
1524436515.9,304,
1524436516.4,304,
1524436516.9,306,
1524436517.4,301,
1524436517.9,299,
1524436518.4,302,
1524436518.9,296,
1524436519.4,284,
1524436519.9,283,
1524436520.4,290,
1524436520.9,294,
1524436521.4,285,
1524436521.9,284,
1524436522.4,287,
1524436522.9,289,
1524436523.4,288,
1524436523.9,282,
1524436524.4,285,
1524436524.9,287,
1524436525.4,284,
1524436525.9,277,
1524436526.4,277,
1524436526.9,285,
1524436527.4,288,
1524436527.9,284,
