1524603225.17,332,
1524603225.67,334,
1524603226.17,338,
1524603226.67,330,
1524603227.17,324,
1524603227.67,329,
1524603228.17,204,
1524603228.67,200,
1524603229.17,294,
1524603229.68,326,
1524603230.18,258,
1524603230.68,182,
1524603231.18,389,
1524603231.68,459,
1524603232.18,355,
1524603232.68,399,
1524603233.18,469,
1524603233.68,513,
1524603234.18,353,
1524603234.68,265,
1524603235.19,272,
1524603235.69,455,
1524603236.19,496,
1524603236.69,425,
1524603237.19,606,
1524603237.69,494,
1524603238.19,242,
1524603238.69,328,
1524603239.19,693,
1524603239.69,429,
1524603240.19,313,
1524603240.69,369,
1524603241.19,382,
1524603241.7,410,
