1524694539.75,319,
1524694540.25,318,
1524694540.75,320,
1524694541.25,319,
1524694541.75,310,
1524694542.25,301,
1524694542.75,291,
1524694543.25,344,
1524694543.75,328,
1524694544.25,260,
1524694544.76,338,
1524694545.26,353,
1524694545.76,210,
1524694546.26,261,
1524694546.76,523,
1524694547.26,369,
1524694547.76,231,
1524694548.26,277,
1524694548.76,230,
1524694549.26,294,
1524694549.76,526,
1524694550.26,495,
1524694550.76,577,
1524694551.27,943,
1524694551.78,1106,
1524694552.27,1049,
1524694552.77,1298,
1524694553.27,1291,
1524694553.77,997,
1524694554.27,843,
1524694554.77,402,
1524694555.27,329,
1524694555.77,583,
1524694556.27,695,
1524694556.77,701,
1524694557.28,1663,
1524694557.78,2788,
1524694558.28,2279,
1524694558.78,1903,
1524694559.28,886,
1524694559.78,1167,
1524694560.28,1390,
1524694560.78,715,
1524694561.28,901,
1524694561.78,976,
1524694562.28,638,
1524694562.78,650,
1524694563.28,459,
1524694563.79,234,
1524694564.29,360,
1524694564.79,587,
1524694565.29,490,
1524694565.79,482,
1524694566.29,508,
1524694566.79,413,
1524694567.29,310,
1524694567.79,236,
1524694568.29,336,
