1524695111.61,323,
1524695112.11,318,
1524695112.61,314,
1524695113.11,320,
1524695113.62,334,
1524695114.12,331,
1524695114.62,330,
1524695115.12,284,
1524695115.62,279,
1524695116.12,308,
1524695116.62,300,
1524695117.13,302,
1524695117.62,295,
1524695118.12,281,
1524695118.62,310,
1524695119.13,488,
1524695119.62,544,
1524695120.13,466,
1524695120.63,566,
1524695121.13,725,
1524695121.63,1316,
1524695122.13,1937,
1524695122.63,2298,
1524695123.13,1848,
1524695123.63,968,
1524695124.13,854,
1524695124.64,1072,
1524695125.14,1160,
1524695125.63,1118,
1524695126.13,1174,
1524695126.64,1025,
1524695127.14,1065,
1524695127.64,664,
1524695128.14,332,
1524695128.64,410,
1524695129.14,530,
