1524616928.25,301,
1524616928.75,301,
1524616929.25,305,
1524616929.75,312,
1524616930.25,316,
1524616930.75,300,
1524616931.25,367,
1524616931.75,469,
1524616932.25,357,
1524616932.75,335,
1524616933.25,359,
1524616933.76,224,
1524616934.26,224,
1524616934.76,261,
1524616935.26,216,
1524616935.76,205,
1524616936.26,407,
1524616936.76,601,
1524616937.26,508,
1524616937.76,417,
1524616938.26,437,
1524616938.76,360,
1524616939.26,269,
1524616939.77,271,
1524616940.27,294,
1524616940.77,214,
1524616941.27,341,
1524616941.77,588,
1524616942.27,293,
1524616942.77,225,
1524616943.27,306,
1524616943.77,257,
1524616944.27,307,
1524616944.77,418,
1524616945.27,224,
1524616945.78,171,
1524616946.28,249,
1524616946.78,335,
1524616947.28,261,
1524616947.78,243,
1524616948.28,314,
1524616948.78,272,
1524616949.28,254,
