1524437459.5,281,
1524437460.0,282,
1524437460.5,273,
1524437461.0,272,
1524437461.5,279,
1524437462.0,282,
1524437462.5,271,
1524437463.0,246,
1524437463.5,253,
1524437464.0,348,
1524437464.51,372,
1524437465.01,278,
1524437465.5,261,
1524437466.0,236,
1524437466.51,369,
1524437467.01,387,
1524437467.51,251,
1524437468.01,287,
1524437468.51,207,
1524437469.01,182,
1524437469.51,224,
1524437470.01,238,
1524437470.51,310,
1524437471.01,366,
1524437471.51,438,
1524437472.01,482,
1524437472.51,278,
1524437473.01,187,
1524437473.51,173,
1524437474.01,228,
1524437474.51,322,
1524437475.01,377,
1524437475.51,534,
1524437476.01,566,
1524437476.51,373,
1524437477.01,328,
1524437477.51,367,
1524437478.01,463,
1524437478.51,566,
1524437479.01,491,
