1524436581.92,281,
1524436582.42,291,
1524436582.92,290,
1524436583.42,282,
1524436583.92,281,
1524436584.42,281,
1524436584.92,277,
1524436585.42,253,
1524436585.92,267,
1524436586.42,300,
1524436586.93,293,
1524436587.43,287,
1524436587.92,266,
1524436588.42,273,
1524436588.93,300,
1524436589.43,299,
1524436589.93,298,
1524436590.43,293,
1524436590.93,271,
1524436591.43,275,
1524436591.93,293,
1524436592.43,288,
1524436592.93,284,
1524436593.43,291,
1524436593.93,298,
1524436594.43,252,
1524436594.93,253,
1524436595.43,285,
1524436595.93,288,
1524436596.43,314,
1524436596.93,313,
1524436597.43,289,
1524436597.93,282,
1524436598.43,282,
1524436598.93,279,
1524436599.43,281,
1524436599.93,287,
1524436600.43,285,
1524436600.93,279,
1524436601.43,277,
1524436601.93,246,
1524436602.43,251,
1524436602.93,282,
1524436603.43,279,
1524436603.93,283,
1524436604.43,298,
1524436604.93,296,
1524436605.43,277,
1524436605.93,276,
1524436606.43,277,
1524436606.93,282,
1524436607.43,271,
1524436607.94,263,
1524436608.43,266,
1524436608.93,266,
1524436609.43,273,
1524436609.93,276,
1524436610.43,284,
1524436610.94,287,
