1524589294.93,301,
1524589295.43,305,
1524589295.93,306,
1524589296.43,332,
1524589296.93,328,
1524589297.43,302,
1524589297.93,329,
1524589298.43,313,
1524589298.93,343,
1524589299.44,347,
1524589299.94,266,
1524589300.44,264,
1524589300.94,361,
1524589301.44,373,
1524589301.94,346,
1524589302.44,310,
1524589302.94,242,
1524589303.44,302,
1524589303.94,396,
1524589304.45,413,
1524589304.95,460,
1524589305.45,465,
1524589305.95,338,
1524589306.45,263,
1524589306.95,291,
1524589307.45,207,
1524589307.95,179,
1524589308.45,334,
1524589308.95,331,
1524589309.46,265,
1524589309.96,263,
1524589310.46,241,
1524589310.96,205,
1524589311.46,265,
1524589311.96,390,
1524589312.46,351,
1524589312.96,265,
1524589313.46,229,
1524589313.97,318,
1524589314.47,466,
1524589314.97,314,
1524589315.47,283,
1524589315.97,479,
1524589316.47,317,
1524589316.97,298,
1524589317.47,444,
1524589317.97,245,
1524589318.48,205,
1524589318.98,204,
1524589319.48,243,
1524589319.98,412,
1524589320.48,336,
