1524599133.39,332,
1524599133.87,343,
1524599134.37,337,
1524599134.87,334,
1524599135.37,351,
1524599135.87,351,
1524599136.37,343,
1524599136.87,307,
1524599137.37,363,
1524599137.88,393,
1524599138.37,370,
1524599138.88,310,
1524599139.38,220,
1524599139.88,241,
1524599140.38,328,
1524599140.88,322,
1524599141.38,330,
1524599141.88,408,
1524599142.38,352,
1524599142.88,348,
1524599143.39,418,
1524599143.89,441,
1524599144.39,265,
1524599144.89,255,
1524599145.39,324,
1524599145.89,328,
1524599146.39,351,
1524599146.89,265,
1524599147.39,296,
1524599147.89,460,
1524599148.39,346,
1524599148.9,246,
1524599149.4,371,
1524599149.9,423,
1524599150.4,423,
1524599150.9,357,
1524599151.4,267,
1524599151.9,308,
1524599152.4,373,
1524599152.9,271,
1524599153.41,222,
1524599153.9,307,
1524599154.41,267,
1524599154.91,355,
1524599155.41,562,
1524599155.91,467,
1524599156.41,241,
1524599156.91,200,
1524599157.41,358,
1524599157.91,344,
1524599158.41,387,
