1524432683.84,283,
1524432684.34,277,
1524432684.84,275,
1524432685.34,236,
1524432685.84,231,
1524432686.34,277,
1524432686.84,341,
1524432687.34,320,
1524432687.84,272,
1524432688.34,326,
1524432688.84,285,
1524432689.35,424,
1524432689.85,553,
1524432690.35,179,
1524432690.85,187,
1524432691.35,338,
1524432691.85,337,
1524432692.35,513,
1524432692.85,622,
1524432693.36,336,
1524432693.85,266,
1524432694.35,278,
1524432694.85,312,
1524432695.36,455,
1524432695.85,196,
1524432696.36,267,
1524432696.86,422,
1524432697.36,218,
1524432697.86,179,
