1524597361.26,335,
1524597361.76,330,
1524597362.26,326,
1524597362.76,304,
1524597363.26,304,
1524597363.76,317,
1524597364.26,264,
1524597364.76,226,
1524597365.26,278,
1524597365.76,393,
1524597366.27,478,
1524597366.76,460,
1524597367.27,323,
1524597367.77,266,
1524597368.27,288,
1524597368.77,334,
1524597369.27,306,
1524597369.77,281,
1524597370.27,243,
1524597370.78,236,
1524597371.28,411,
1524597371.78,611,
1524597372.28,382,
1524597372.78,314,
1524597373.28,359,
1524597373.78,358,
1524597374.28,372,
1524597374.78,476,
1524597375.28,382,
1524597375.78,226,
1524597376.28,424,
1524597376.78,424,
1524597377.28,306,
1524597377.78,310,
1524597378.29,290,
1524597378.79,287,
1524597379.29,342,
1524597379.79,316,
1524597380.29,373,
1524597380.79,399,
1524597381.29,219,
1524597381.79,199,
1524597382.29,246,
1524597382.79,322,
1524597383.29,313,
1524597383.8,291,
1524597384.3,357,
1524597384.8,516,
1524597385.3,549,
1524597385.8,407,
1524597386.3,287,
1524597386.8,316,
1524597387.3,376,
1524597387.8,226,
1524597388.3,258,
