1524597747.42,331,
1524597747.92,336,
1524597748.42,335,
1524597748.93,299,
1524597749.43,302,
1524597749.93,336,
1524597750.43,354,
1524597750.93,344,
1524597751.43,261,
1524597751.93,224,
1524597752.43,223,
1524597752.94,324,
1524597753.44,471,
1524597753.94,384,
1524597754.44,370,
1524597754.94,372,
1524597755.44,258,
1524597755.94,246,
1524597756.44,305,
1524597756.94,299,
1524597757.44,287,
1524597757.95,375,
1524597758.44,455,
1524597758.95,526,
1524597759.44,523,
1524597759.95,289,
1524597760.45,317,
1524597760.95,567,
1524597761.45,379,
1524597761.95,249,
1524597762.45,370,
1524597762.95,336,
1524597763.45,314,
1524597763.95,284,
1524597764.46,237,
1524597764.96,395,
1524597765.46,419,
1524597765.96,267,
1524597766.46,306,
1524597766.96,440,
1524597767.46,317,
1524597767.96,265,
1524597768.46,293,
1524597768.96,258,
1524597769.47,351,
1524597769.97,478,
1524597770.47,366,
1524597770.97,188,
1524597771.47,243,
1524597771.97,458,
1524597772.47,579,
1524597772.97,494,
1524597773.47,393,
1524597773.97,372,
1524597774.47,322,
1524597774.97,334,
