1524438520.34,277,
1524438520.84,275,
1524438521.34,275,
1524438521.84,289,
1524438522.35,293,
1524438522.85,275,
1524438523.35,282,
1524438523.85,403,
1524438524.35,318,
1524438524.85,216,
1524438525.35,308,
1524438525.85,251,
1524438526.35,204,
1524438526.85,300,
1524438527.35,294,
1524438527.85,214,
1524438528.35,151,
1524438528.85,161,
1524438529.35,272,
1524438529.85,377,
1524438530.35,351,
1524438530.85,220,
1524438531.35,159,
1524438531.85,246,
1524438532.35,220,
1524438532.85,192,
1524438533.35,328,
1524438533.85,253,
1524438534.36,307,
1524438534.85,473,
1524438535.35,313,
1524438535.85,272,
1524438536.35,466,
1524438536.85,449,
1524438537.35,293,
1524438537.85,381,
1524438538.36,346,
1524438538.86,298,
1524438539.36,242,
