1522088698.09,23,1650,27,1660.8,
1522088698.16,23,1650,27,1710.8,
1522088698.23,23,1650,27,1710.8,
1522088698.3,23,1650,27,1710.8,
1522088698.37,24,1650,26,1705.4,
1522088698.45,27,1650,23,1694.2,
1522088698.52,27,1650,23,1709.2,
1522088698.59,25,1650,25,1720.0,
1522088698.66,63,1580,-13,1478.8,
1522088698.73,63,1580,-13,1572.8,
1522088698.8,64,1580,-14,1539.4,
1522088698.87,33,1650,17,1745.8,
1522088698.94,34,1650,16,1687.4,
1522088699.02,36,1650,14,1695.6,
1522088699.09,36,1650,14,1705.6,
1522088699.38,38,1650,12,1694.8,
1522088699.87,41,1650,9,1688.6,
1522088700.15,48,1650,2,1665.8,
1522088700.29,48,1650,2,1700.8,
1522088700.46,59,1623,-9,1623.4,
1522088700.91,61,1618,-11,1618.6,
1522088701.02,61,1601,-11,1601.6,
1522088701.15,60,1580,-10,1570.0,
1522088701.34,60,1580,-10,1526.0,
1522088702.03,46,1609,4,1609.6,
1522088702.3,46,1580,4,1576.6,
1522088703.4,16,1650,34,1777.6,
1522088703.53,10,1650,40,1746.0,
1522088703.88,11,1650,39,1710.6,
1522088705.14,43,1580,7,1542.8,
1522088705.37,71,1580,-21,1439.6,
1522088705.93,82,1580,-32,1462.2,
1522088706.16,80,1580,-30,1528.0,
1522088706.38,51,1650,-1,1674.6,
1522088706.82,5,1650,45,1938.0,
1522088706.96,15,1650,35,1664.0,
1522088707.28,31,1627,19,1627.6,
1522088707.49,31,1650,19,1684.6,
1522088707.57,53,1582,-3,1582.8,
1522088707.7,67,1580,-17,1515.2,
1522088707.8,67,1580,-17,1549.2,
1522088707.94,71,1580,-21,1501.6,
1522088708.03,71,1580,-21,1521.6,
