1524588949.27,295,
1524588949.77,295,
1524588950.27,304,
1524588950.77,312,
1524588951.27,300,
1524588951.77,287,
1524588952.28,302,
1524588952.77,340,
1524588953.28,358,
1524588953.78,330,
1524588954.28,341,
1524588954.78,285,
1524588955.28,402,
1524588955.78,503,
1524588956.28,322,
1524588956.78,316,
1524588957.28,260,
1524588957.79,265,
1524588958.29,308,
1524588958.79,340,
1524588959.29,396,
1524588959.79,316,
1524588960.29,291,
1524588960.79,471,
1524588961.29,475,
1524588961.79,216,
1524588962.29,190,
1524588962.79,358,
1524588963.3,406,
1524588963.8,338,
1524588964.3,424,
1524588964.8,503,
1524588965.3,543,
