1524436696.97,277,
1524436697.47,278,
1524436697.97,284,
1524436698.47,279,
1524436698.97,278,
1524436699.47,291,
1524436699.97,299,
1524436700.47,266,
1524436700.97,235,
1524436701.47,226,
1524436701.97,283,
1524436702.47,301,
1524436702.97,258,
1524436703.47,296,
1524436703.97,275,
1524436704.47,257,
1524436704.97,276,
1524436705.47,260,
1524436705.97,284,
1524436706.47,302,
1524436706.98,228,
1524436707.47,251,
1524436707.98,316,
1524436708.48,259,
1524436708.97,267,
1524436709.47,275,
1524436709.98,201,
1524436710.48,173,
1524436710.98,202,
1524436711.48,228,
1524436711.98,259,
1524436712.48,265,
1524436712.98,285,
1524436713.48,298,
1524436713.98,257,
1524436714.48,267,
1524436714.98,264,
1524436715.48,259,
1524436715.98,265,
1524436716.48,237,
1524436716.98,235,
1524436717.48,267,
1524436717.98,279,
1524436718.48,243,
1524436718.98,257,
1524436719.48,290,
1524436719.98,289,
1524436720.48,289,
1524436720.98,287,
1524436721.48,301,
1524436721.98,346,
1524436722.48,304,
1524436722.98,230,
1524436723.48,255,
1524436723.98,241,
1524436724.48,265,
1524436724.98,290,
1524436725.49,232,
1524436725.98,252,
1524436726.48,248,
1524436726.98,257,
1524436727.48,276,
1524436727.98,254,
1524436728.48,243,
1524436728.98,235,
1524436729.48,259,
1524436729.98,289,
1524436730.48,243,
1524436730.98,263,
1524436731.49,302,
1524436731.99,255,
1524436732.48,251,
1524436732.99,237,
1524436733.49,228,
1524436733.99,294,
1524436734.49,381,
1524436734.99,349,
1524436735.49,291,
1524436735.99,264,
1524436736.49,278,
1524436736.99,275,
1524436737.49,243,
1524436737.99,248,
1524436738.49,301,
1524436739.0,304,
1524436739.49,253,
1524436739.99,289,
1524436740.49,396,
1524436740.99,337,
1524436741.49,279,
1524436741.99,269,
1524436742.49,245,
1524436742.99,288,
