1524437465.67,68,1487,-13,1487.0,55,
1524437465.71,85,1470,-30,1470.0,55,
1524437465.75,95,1460,-40,1460.0,55,
1524437465.8,98,1457,-43,1457.0,55,
1524437465.84,96,1459,-41,1459.0,55,
1524437465.88,97,1458,-42,1458.0,55,
1524437465.92,96,1459,-41,1459.0,55,
1524437465.96,96,1459,-41,1459.0,55,
1524437466.0,99,1456,-44,1456.0,55,
1524437466.04,99,1456,-44,1456.0,55,
1524437466.09,97,1458,-42,1458.0,55,
1524437466.13,97,1458,-42,1458.0,55,
1524437466.17,105,1450,-50,1450.0,55,
1524437466.21,107,1448,-52,1448.0,55,
1524437466.25,111,1444,-56,1444.0,55,
1524437466.29,111,1444,-56,1444.0,55,
1524437466.33,107,1448,-52,1448.0,55,
1524437466.37,107,1448,-52,1448.0,55,
1524437466.42,107,1448,-52,1448.0,55,
1524437466.46,106,1449,-51,1449.0,55,
1524437466.5,106,1449,-51,1449.0,55,
1524437466.54,107,1448,-52,1448.0,55,
1524437466.58,106,1449,-51,1449.0,55,
1524437466.62,102,1453,-47,1453.0,55,
1524437466.67,100,1455,-45,1455.0,55,
1524437466.71,98,1457,-43,1457.0,55,
1524437466.75,98,1457,-43,1457.0,55,
1524437466.79,100,1455,-45,1455.0,55,
1524437466.83,99,1456,-44,1456.0,55,
1524437466.87,98,1457,-43,1457.0,55,
1524437466.92,96,1459,-41,1459.0,55,
1524437466.96,98,1457,-43,1457.0,55,
1524437467.0,98,1457,-43,1457.0,55,
1524437467.04,95,1460,-40,1460.0,55,
1524437467.08,94,1461,-39,1461.0,55,
1524437467.12,92,1463,-37,1463.0,55,
1524437467.16,92,1463,-37,1463.0,55,
1524437467.2,92,1463,-37,1463.0,55,
1524437467.25,88,1467,-33,1467.0,55,
1524437467.29,85,1470,-30,1470.0,55,
1524437467.33,86,1469,-31,1469.0,55,
1524437467.37,86,1469,-31,1469.0,55,
1524437467.41,85,1470,-30,1470.0,55,
1524437467.45,82,1473,-27,1473.0,55,
1524437467.5,81,1474,-26,1474.0,55,
1524437467.54,80,1475,-25,1475.0,55,
1524437467.58,79,1476,-24,1476.0,55,
1524437467.62,77,1478,-22,1478.0,55,
1524437467.66,75,1480,-20,1480.0,55,
1524437467.7,74,1481,-19,1481.0,55,
1524437467.74,75,1480,-20,1480.0,55,
1524437467.79,75,1480,-20,1480.0,55,
1524437467.83,72,1483,-17,1483.0,55,
1524437467.87,69,1486,-14,1486.0,55,
1524437467.91,68,1487,-13,1487.0,55,
1524437467.95,69,1486,-14,1486.0,55,
1524437467.99,69,1486,-14,1486.0,55,
1524437468.03,67,1488,-12,1488.0,55,
1524437468.08,64,1491,-9,1491.0,55,
1524437468.12,62,1493,-7,1493.0,55,
1524437468.16,63,1492,-8,1492.0,55,
1524437468.2,62,1493,-7,1493.0,55,
1524437468.24,61,1494,-6,1494.0,55,
1524437468.28,58,1497,-3,1497.0,55,
1524437468.32,57,1498,-2,1498.0,55,
1524437468.37,55,1500,0,1500.0,55,
1524437468.41,54,1501,1,1501.0,55,
1524437468.45,53,1502,2,1502.0,55,
1524437468.49,52,1503,3,1503.0,55,
1524437468.53,51,1504,4,1504.0,55,
1524437468.57,49,1506,6,1506.0,55,
1524437468.61,48,1507,7,1507.0,55,
1524437468.66,46,1509,9,1509.0,55,
1524437468.7,44,1511,11,1511.0,55,
1524437468.74,43,1512,12,1512.0,55,
1524437468.78,41,1514,14,1514.0,55,
1524437468.82,39,1516,16,1516.0,55,
1524437468.86,38,1517,17,1517.0,55,
1524437468.91,37,1518,18,1518.0,55,
1524437468.95,35,1520,20,1520.0,55,
1524437468.99,33,1522,22,1522.0,55,
1524437469.03,32,1523,23,1523.0,55,
1524437469.07,30,1525,25,1525.0,55,
1524437469.11,29,1526,26,1526.0,55,
1524437469.15,28,1527,27,1527.0,55,
1524437469.2,27,1528,28,1528.0,55,
1524437469.24,25,1530,30,1530.0,55,
1524437469.28,24,1531,31,1531.0,55,
1524437469.32,23,1532,32,1532.0,55,
1524437469.36,22,1533,33,1533.0,55,
1524437469.4,20,1535,35,1535.0,55,
1524437469.44,19,1536,36,1536.0,55,
1524437469.48,19,1536,36,1536.0,55,
1524437469.53,18,1537,37,1537.0,55,
1524437469.57,18,1537,37,1537.0,55,
1524437469.61,17,1538,38,1538.0,55,
1524437469.65,16,1539,39,1539.0,55,
1524437469.69,16,1539,39,1539.0,55,
1524437469.73,15,1540,40,1540.0,55,
1524437469.78,15,1540,40,1540.0,55,
1524437469.82,15,1540,40,1540.0,55,
1524437469.86,15,1540,40,1540.0,55,
1524437469.9,15,1540,40,1540.0,55,
1524437469.94,15,1540,40,1540.0,55,
1524437469.98,16,1539,39,1539.0,55,
1524437470.02,16,1539,39,1539.0,55,
1524437470.06,17,1538,38,1538.0,55,
1524437470.1,17,1538,38,1538.0,55,
1524437470.15,18,1537,37,1537.0,55,
1524437470.19,19,1536,36,1536.0,55,
1524437470.23,19,1536,36,1536.0,55,
1524437470.27,20,1535,35,1535.0,55,
1524437470.31,21,1534,34,1534.0,55,
1524437470.35,22,1533,33,1533.0,55,
1524437470.39,22,1533,33,1533.0,55,
1524437470.44,23,1532,32,1532.0,55,
1524437470.48,23,1532,32,1532.0,55,
1524437470.52,24,1531,31,1531.0,55,
1524437470.56,25,1530,30,1530.0,55,
1524437470.6,26,1529,29,1529.0,55,
1524437470.64,27,1528,28,1528.0,55,
1524437470.68,27,1528,28,1528.0,55,
1524437470.73,28,1527,27,1527.0,55,
1524437470.77,28,1527,27,1527.0,55,
1524437470.81,28,1527,27,1527.0,55,
1524437470.85,29,1526,26,1526.0,55,
1524437470.89,29,1526,26,1526.0,55,
1524437470.93,29,1526,26,1526.0,55,
1524437470.97,30,1525,25,1525.0,55,
1524437471.02,30,1525,25,1525.0,55,
1524437471.06,31,1524,24,1524.0,55,
1524437471.1,31,1524,24,1524.0,55,
1524437471.14,31,1524,24,1524.0,55,
1524437471.18,31,1524,24,1524.0,55,
1524437471.22,32,1523,23,1523.0,55,
1524437471.27,32,1523,23,1523.0,55,
1524437471.31,31,1524,24,1524.0,55,
1524437471.35,31,1524,24,1524.0,55,
1524437471.39,31,1524,24,1524.0,55,
1524437471.43,31,1524,24,1524.0,55,
1524437471.47,30,1525,25,1525.0,55,
1524437471.51,31,1524,24,1524.0,55,
1524437471.56,31,1524,24,1524.0,55,
1524437471.6,31,1524,24,1524.0,55,
1524437471.64,30,1525,25,1525.0,55,
1524437471.68,30,1525,25,1525.0,55,
1524437471.72,30,1525,25,1525.0,55,
1524437471.76,30,1525,25,1525.0,55,
1524437471.8,29,1526,26,1526.0,55,
1524437471.84,29,1526,26,1526.0,55,
1524437471.89,28,1527,27,1527.0,55,
1524437471.93,28,1527,27,1527.0,55,
1524437471.97,27,1528,28,1528.0,55,
1524437472.01,27,1528,28,1528.0,55,
1524437472.05,26,1529,29,1529.0,55,
1524437472.09,26,1529,29,1529.0,55,
1524437472.13,26,1529,29,1529.0,55,
1524437472.18,26,1529,29,1529.0,55,
1524437472.22,26,1529,29,1529.0,55,
1524437472.26,25,1530,30,1530.0,55,
1524437472.3,25,1530,30,1530.0,55,
1524437472.34,24,1531,31,1531.0,55,
1524437472.38,24,1531,31,1531.0,55,
1524437472.42,24,1531,31,1531.0,55,
1524437472.47,23,1532,32,1532.0,55,
1524437472.51,23,1532,32,1532.0,55,
1524437472.55,23,1532,32,1532.0,55,
1524437472.59,23,1532,32,1532.0,55,
1524437472.63,23,1532,32,1532.0,55,
1524437472.67,23,1532,32,1532.0,55,
1524437472.71,23,1532,32,1532.0,55,
1524437472.76,23,1532,32,1532.0,55,
1524437472.8,23,1532,32,1532.0,55,
1524437472.84,23,1532,32,1532.0,55,
1524437472.88,23,1532,32,1532.0,55,
1524437472.92,23,1532,32,1532.0,55,
1524437472.96,23,1532,32,1532.0,55,
1524437473.0,23,1532,32,1532.0,55,
1524437473.05,23,1532,32,1532.0,55,
1524437473.09,23,1532,32,1532.0,55,
1524437473.13,24,1531,31,1531.0,55,
1524437473.17,24,1531,31,1531.0,55,
1524437473.21,24,1531,31,1531.0,55,
1524437473.25,25,1530,30,1530.0,55,
1524437473.29,25,1530,30,1530.0,55,
1524437473.34,25,1530,30,1530.0,55,
1524437473.38,25,1530,30,1530.0,55,
1524437473.42,25,1530,30,1530.0,55,
1524437473.46,26,1529,29,1529.0,55,
1524437473.5,26,1529,29,1529.0,55,
1524437473.54,26,1529,29,1529.0,55,
1524437473.58,26,1529,29,1529.0,55,
1524437473.63,27,1528,28,1528.0,55,
1524437473.67,27,1528,28,1528.0,55,
1524437473.71,27,1528,28,1528.0,55,
1524437473.75,27,1528,28,1528.0,55,
1524437473.79,27,1528,28,1528.0,55,
1524437473.83,27,1528,28,1528.0,55,
1524437473.87,27,1528,28,1528.0,55,
1524437473.92,28,1527,27,1527.0,55,
1524437473.96,28,1527,27,1527.0,55,
1524437474.0,28,1527,27,1527.0,55,
1524437474.04,28,1527,27,1527.0,55,
1524437474.08,28,1527,27,1527.0,55,
1524437474.12,28,1527,27,1527.0,55,
1524437474.16,28,1527,27,1527.0,55,
1524437474.21,28,1527,27,1527.0,55,
1524437474.25,28,1527,27,1527.0,55,
1524437474.29,28,1527,27,1527.0,55,
1524437474.33,28,1527,27,1527.0,55,
1524437474.37,28,1527,27,1527.0,55,
1524437474.41,28,1527,27,1527.0,55,
1524437474.45,27,1528,28,1528.0,55,
1524437474.5,27,1528,28,1528.0,55,
1524437474.54,27,1528,28,1528.0,55,
1524437474.58,27,1528,28,1528.0,55,
1524437474.62,27,1528,28,1528.0,55,
1524437474.66,27,1528,28,1528.0,55,
1524437474.7,27,1528,28,1528.0,55,
1524437474.74,26,1529,29,1529.0,55,
1524437474.79,26,1529,29,1529.0,55,
1524437474.83,26,1529,29,1529.0,55,
