1522001322.47,3,1647,37,1647,
1522001322.57,3,1684,37,1684,
1522001322.67,3,1721,37,1721,
1522001322.77,3,1758,37,1758,
1522001322.87,3,1795,37,1795,
1522001322.97,3,1832,37,1832,
1522001323.07,3,1869,37,1869,
1522001323.18,3,1900,37,1906,
1522001323.28,3,1900,37,1937,
1522001323.38,3,1900,37,1937,
1522001323.48,3,1900,37,1937,
1522001323.58,3,1900,37,1937,
1522001323.68,3,1900,37,1937,
1522001323.78,3,1900,37,1937,
1522001323.88,3,1900,37,1937,
1522001323.98,3,1900,37,1937,
1522001324.08,3,1900,37,1937,
1522001324.18,3,1900,37,1937,
1522001324.28,3,1900,37,1937,
1522001324.38,3,1900,37,1937,
1522001324.48,3,1900,37,1937,
1522001324.58,3,1900,37,1937,
1522001324.68,3,1900,37,1937,
1522001324.78,3,1900,37,1937,
1522001324.88,3,1900,37,1937,
1522001324.98,3,1900,37,1937,
1522001325.08,3,1900,37,1937,
1522001325.18,3,1900,37,1937,
1522001325.28,3,1900,37,1937,
1522001325.39,3,1900,37,1937,
1522001325.49,3,1900,37,1937,
1522001325.59,3,1900,37,1937,
1522001325.69,3,1900,37,1937,
1522001325.79,3,1900,37,1937,
1522001325.89,3,1900,37,1937,
1522001325.99,3,1900,37,1937,
1522001326.09,5,1900,35,1935,
1522001326.19,5,1900,35,1935,
1522001326.29,5,1900,35,1935,
1522001326.39,10,1900,30,1930,
1522001326.49,10,1900,30,1930,
1522001326.59,10,1900,30,1930,
1522001326.69,10,1900,30,1930,
1522001326.79,19,1900,21,1921,
1522001326.89,19,1900,21,1921,
1522001326.99,19,1900,21,1921,
1522001327.09,19,1900,21,1921,
1522001327.19,24,1900,16,1916,
1522001327.29,24,1900,16,1916,
1522001327.39,24,1900,16,1916,
1522001327.5,24,1900,16,1916,
1522001327.6,27,1900,13,1913,
1522001327.7,27,1900,13,1913,
1522001327.8,27,1900,13,1913,
1522001327.9,110,1830,-70,1830,
1522001328.0,110,1760,-70,1760,
1522001328.1,110,1690,-70,1690,
1522001328.2,110,1620,-70,1620,
1522001328.3,106,1554,-66,1554,
1522001328.4,106,1488,-66,1488,
1522001328.5,106,1422,-66,1422,
1522001328.6,106,1356,-66,1356,
1522001328.7,106,1290,-66,1290,
