1522110357.96,3,1653,52,1653.4,
1522110358.54,40,1649,15,1649.75,
1522110359.9,24,1653,31,1653.7,
1522110360.42,24,1653,31,1653.7,
1522110360.96,28,1652,27,1652.9,
1522110361.38,38,1650,17,1650.9,
1522110362.18,45,1649,10,1649.5,
1522110363.42,42,1650,13,1650.1,
1522110364.64,30,1652,25,1652.5,
1522110365.3,22,1654,33,1654.1,
1522110366.57,33,1651,22,1651.9,
1522110367.15,36,1651,19,1651.3,
1522110368.2,27,1653,28,1653.1,
1522110369.3,20,1654,35,1654.5,
1522110369.66,20,1654,35,1654.5,
1522110370.29,23,1653,32,1653.9,
1522110371.32,28,1652,27,1652.9,
1522110371.57,30,1652,25,1652.5,
1522110371.75,29,1652,26,1652.7,
1522110373.12,21,1654,34,1654.3,
1522110373.6,20,1654,35,1654.5,
1522110373.92,21,1654,34,1654.3,
1522110375.63,28,1652,27,1652.9,
1522110375.89,28,1652,27,1652.9,
1522110376.55,24,1653,31,1653.7,
1522110376.79,21,1654,34,1654.3,
1522110376.94,21,1654,34,1654.3,
1522110377.92,22,1654,33,1654.1,
1522110378.71,21,1654,34,1654.3,
1522110379.81,19,1654,36,1654.7,
1522110381.14,23,1653,32,1653.9,
1522110382.81,22,1654,33,1654.1,
