1520192928.28,28.3318400383,1616,84.995520114916.6681599617,1616.66815996,
1520192928.49,67.5073862076,1577,117.526638508-22.5073862076,1577.49261379,
1520192928.7,107.906870047,1550,121.198451519-62.9068700473,1537.09312995,
1520192928.91,127.269073327,1550,143.082129955-82.2690733274,1517.73092667,
1520192929.12,120.35750548,1550,96.791934967-75.3575054804,1524.64249452,
1520192929.33,109.417029222,1550,88.3770227432-64.4170292219,1535.58297078,
1520192929.54,100.476014614,1550,116.259086132-55.4760146141,1544.52398539,
1520192929.75,101.374204954,1550,99.4865059853-56.3742049535,1543.62579505,
1520192929.96,99.4578838348,1550,82.6280593872-54.4578838348,1545.54211617,
1520192930.16,81.9479425748,1563,63.729262352-36.9479425748,1563.05205743,
1520192930.37,61.9628667831,1583,39.5312786102-16.9628667831,1583.03713322,
1520192930.57,40.1718695958,1604,17.25506782534.82813040415,1604.8281304,
1520192930.78,22.7191726367,1622,11.371171474522.2808273633,1622.28082736,
1520192930.98,18.0305918058,1626,25.465536117626.9694081942,1626.96940819,
1520192931.19,27.5249679883,1617,45.73819637317.4750320117,1617.47503201,
1520192931.4,46.6241200765,1598,68.668627739-1.6241200765,1598.37587992,
1520192931.6,65.3689026833,1579,81.6998839378-20.3689026833,1579.63109732,
1520192931.81,89.333820343,1555,117.632949352-44.333820343,1555.66617966,
1520192932.02,102.602231503,1550,108.473861217-57.6022315025,1542.3977685,
1520192932.23,121.468317509,1550,138.298141956-76.4683175087,1523.53168249,
1520192932.44,116.488063335,1550,102.692186832-71.4880633354,1528.51193666,
1520192932.65,108.484764894,1550,84.4639658928-63.4847648938,1536.51523511,
1520192932.86,90.9571051598,1554,85.7151627541-45.9571051598,1554.04289484,
1520192933.07,82.6798518499,1562,77.8604269028-37.6798518499,1562.32014815,
1520192933.28,86.8586858114,1558,97.0004677773-41.8586858114,1558.14131419,
1520192933.48,87.361617883,1557,87.2239589691-42.361617883,1557.63838212,
1520192933.69,95.3362941742,1550,101.784455776-50.3362941742,1549.66370583,
1520192933.9,111.954859893,1550,146.856164932-66.9548598925,1533.04514011,
1520192934.11,114.120602608,1550,93.7211871147-69.1206026077,1530.87939739,
1520192934.32,112.994798024,1550,98.4070420265-67.9947980245,1532.00520198,
1520192934.53,110.662774245,1550,139.860093594-65.6627742449,1534.33722576,
1520192934.74,107.822366556,1550,85.1999640465-62.8223665555,1537.17763344,
1520192934.95,106.295851866,1550,93.8274979591-61.2958518664,1538.70414813,
1520192935.16,99.1144180298,1550,118.315792084-54.1144180298,1545.88558197,
1520192935.37,100.327452024,1550,88.8390660286-55.3274520238,1544.67254798,
