1520196729.34,10.9132170677,1598,32.739651203229.0867829323,1598.26942635,
1520196729.55,24.0616877874,1587,39.44541215915.9383122126,1587.75064977,
1520196729.75,26.5940666199,1585,7.597136497513.4059333801,1585.7247467,
1520196729.86,26.5940666199,1585,013.4059333801,1585.7247467,
1520196730.06,26.5940666199,1585,0.9240865707413.4059333801,1585.7247467,
1520196730.26,18.3113614718,1592,7.8915357589721.6886385282,1592.35091082,
1520196730.47,18.3113614718,1592,0.27395486831721.6886385282,1592.35091082,
1520196730.67,18.3113614718,1592,0.77279806137121.6886385282,1592.35091082,
1520196730.78,18.3113614718,1592,021.6886385282,1592.35091082,
1520196730.98,34.5469355583,1579,88.15213441855.45306444168,1579.36245155,
1520196731.19,40.6461795171,1574,25.8948683739-0.64617951711,1574.48305639,
1520196731.4,54.4856707255,1563,49.4100093842-14.4856707255,1563.41146342,
1520196731.6,54.4856707255,1563,0.306665897369-14.4856707255,1563.41146342,
1520196731.81,34.3738396962,1579,27.81664133075.62616030375,1579.50092824,
1520196732.01,38.5594884555,1576,38.45181465151.44051154455,1576.15240924,
1520196732.22,24.50192372,1587,7.2373151779215.49807628,1587.39846102,
1520196732.43,50.7988651594,1566,106.707465649-10.7988651594,1566.36090787,
1520196732.63,50.7988651594,1566,0.756442546844-10.7988651594,1566.36090787,
1520196732.83,50.7988651594,1566,0.188088417053-10.7988651594,1566.36090787,
1520196732.94,50.7988651594,1566,0-10.7988651594,1566.36090787,
1520196733.14,40.9596602122,1574,8.93419981003-0.959660212199,1574.23227183,
1520196733.35,40.222299099,1574,5.02523183823-0.222299098969,1574.82216072,
1520196733.55,40.222299099,1574,1.21848583221-0.222299098969,1574.82216072,
1520196733.76,16.6758100192,1593,36.067998409323.3241899808,1593.65935198,
1520196733.96,18.1396285693,1592,13.325655460421.8603714307,1592.48829714,
1520196734.06,18.1396285693,1592,021.8603714307,1592.48829714,
1520196734.27,26.6226887703,1585,30.474412441313.3773112297,1585.70184898,
1520196734.48,39.9646997452,1575,76.09403133390.0353002548218,1575.0282402,
1520196734.68,39.9646997452,1575,1.508796215060.0353002548218,1575.0282402,
1520196734.89,39.9646997452,1575,1.696884632110.0353002548218,1575.0282402,
1520196735.09,38.5022441546,1576,8.938288688661.49775584539,1576.19820468,
1520196735.3,34.5469355583,1579,18.60848665245.45306444168,1579.36245155,
1520196735.51,42.6715373993,1572,100.467836857-2.67153739929,1572.86277008,
1520196735.61,42.6715373993,1572,0-2.67153739929,1572.86277008,
1520196735.82,42.3730492592,1573,8.04282426834-2.37304925919,1573.10156059,
1520196736.02,38.1655931473,1576,5.986118316651.83440685272,1576.46752548,
1520196736.23,38.1655931473,1576,1.427018642431.83440685272,1576.46752548,
1520196736.43,38.1655931473,1576,2.073061466221.83440685272,1576.46752548,
1520196736.53,38.1655931473,1576,01.83440685272,1576.46752548,
1520196736.64,38.1655931473,1576,01.83440685272,1576.46752548,
1520196736.84,7.66664743423,1600,8.9709997177132.3333525658,1600.86668205,
1520196737.05,7.66664743423,1600,1.8686175346432.3333525658,1600.86668205,
